TEST CASE ID	INPUT DATUM(Code)	INPUT PROJECTION	OUTPUT DATUM(Code)	OUTPUT PROJECTION	INPUT ZONE	OUTPUT ZONE	INPUT_COORDS			OUTPUT_COORDS			CALCULATED_OUTPUT_COORDS				INPUT_SYSTEM_PARAMETERS										OUTPUT_SYSTEM_PARAMETERS										RESULTS
1874	ADI-M	MGRS	ADI-M	Geodetic			37JGR0000000000 			-31.619450	41.108480		-31.620192	41.108472																							Warning-Equivalent
1875	ADI-M	MGRS	ADI-M	Geodetic			38JKA3067400842 			-31.597710	42.161580		-31.598453	42.161565																							Warning-Equivalent
1876	ADI-M	MGRS	ADI-M	Geodetic			38JLA3043206324 			-31.567320	43.213310		-31.568054	43.213298																							Warning-Equivalent
1877	ADI-M	MGRS	ADI-M	Geodetic			36JXF9517404885 			-27.066100	34.968040		-27.066770	34.968057																							Warning-Equivalent
1878	ADI-M	MGRS	ADI-M	Geodetic			36JYF9498300120 			-27.091400	35.974700		-27.092062	35.974717																							Warning-Equivalent
1879	ADI-M	MGRS	ADI-M	Geodetic			37JCA0000000000 			-27.109490	36.982500		-27.110160	36.982514																							Warning-Equivalent
1880	ADI-M	MGRS	ADI-M	Geodetic			37JDA0000000000 			-27.120360	37.991060		-27.121028	37.991067																							Warning-Equivalent
1881	ADI-M	MGRS	ADI-M	Geodetic			37JEA0000000000 			-27.123980	39.000000		-27.124652	39.000000																							Warning-Equivalent
1882	ADI-M	MGRS	ADI-M	Geodetic			37JFA0000000000 			-27.120360	40.008940		-27.121028	40.008933																							Warning-Equivalent
1883	ADI-M	MGRS	ADI-M	Geodetic			37JGA0000000000 			-27.109490	41.017500		-27.110160	41.017486																							Warning-Equivalent
1884	ADI-M	MGRS	ADI-M	Geodetic			38JKF0501700120 			-27.091400	42.025300		-27.092062	42.025283																							Warning-Equivalent
1885	ADI-M	MGRS	ADI-M	Geodetic			38JLF0482604885 			-27.066100	43.031960		-27.066770	43.031943																							Warning-Equivalent
1886	ADI-M	MGRS	ADI-M	Geodetic			36KYL1712603678 			-22.561080	35.111510		-22.561653	35.111533																							Warning-Equivalent
1887	ADI-M	MGRS	ADI-M	Geodetic			37KBF0000000000 			-22.581660	36.082500		-22.582241	36.082517																							Warning-Equivalent
1888	ADI-M	MGRS	ADI-M	Geodetic			37KCF0000000000 			-22.596380	37.054460		-22.596964	37.054473																							Warning-Equivalent
1889	ADI-M	MGRS	ADI-M	Geodetic			37KDF0000000000 			-22.605220	38.027070		-22.605806	38.027075																							Warning-Equivalent
1890	ADI-M	MGRS	ADI-M	Geodetic			37KEF0000000000 			-22.608170	39.000000		-22.608755	39.000000																							Warning-Equivalent
1891	ADI-M	MGRS	ADI-M	Geodetic			37KFF0000000000 			-22.605220	39.972930		-22.605806	39.972925																							Warning-Equivalent
1892	ADI-M	MGRS	ADI-M	Geodetic			37KGF0000000000 			-22.596380	40.945540		-22.596964	40.945527																							Warning-Equivalent
1893	ADI-M	MGRS	ADI-M	Geodetic			37KHF0000000000 			-22.581660	41.917500		-22.582241	41.917483																							Warning-Equivalent
1894	ADI-M	MGRS	ADI-M	Geodetic			38KKL8287403678 			-22.561080	42.888490		-22.561653	42.888467																							Warning-Equivalent
1895	ADI-M	MGRS	ADI-M	Geodetic			36KYR3528302676 			-18.052830	35.222670		-18.053303	35.222696																							Warning-Equivalent
1896	ADI-M	MGRS	ADI-M	Geodetic			37KBL0000000000 			-18.068990	36.166020		-18.069467	36.166031																							Warning-Equivalent
1897	ADI-M	MGRS	ADI-M	Geodetic			37KCL0000000000 			-18.080540	37.110210		-18.081025	37.110216																							Warning-Equivalent
1898	ADI-M	MGRS	ADI-M	Geodetic			37KDL0000000000 			-18.087480	38.054960		-18.087966	38.054966																							Warning-Equivalent
1899	ADI-M	MGRS	ADI-M	Geodetic			37KEL0000000000 			-18.089800	39.000000		-18.090281	39.000000																							Warning-Equivalent
1900	ADI-M	MGRS	ADI-M	Geodetic			37KFL0000000000 			-18.087480	39.945040		-18.087966	39.945034																							Warning-Equivalent
1901	ADI-M	MGRS	ADI-M	Geodetic			37KGL0000000000 			-18.080540	40.889790		-18.081025	40.889784																							Warning-Equivalent
1902	ADI-M	MGRS	ADI-M	Geodetic			37KHL0000000000 			-18.068990	41.833980		-18.069467	41.833969																							Warning-Equivalent
1903	ADI-M	MGRS	ADI-M	Geodetic			38KKR6471702676 			-18.052830	42.777330		-18.053303	42.777304																							Warning-Equivalent
1904	ADI-M	MGRS	ADI-M	Geodetic			36LYA4952901847 			-13.541960	35.305530		-13.542324	35.305555																							Warning-Equivalent
1905	ADI-M	MGRS	ADI-M	Geodetic			37LBR0000000000 			-13.553900	36.228260		-13.554274	36.228272																							Warning-Equivalent
1906	ADI-M	MGRS	ADI-M	Geodetic			37LCR0000000000 			-13.562450	37.151750		-13.562819	37.151756																							Warning-Equivalent
1907	ADI-M	MGRS	ADI-M	Geodetic			37LDR0000000000 			-13.567580	38.075740		-13.567951	38.075751																							Warning-Equivalent
1908	ADI-M	MGRS	ADI-M	Geodetic			37LER0000000000 			-13.569290	39.000000		-13.569662	39.000000																							Warning-Equivalent
1909	ADI-M	MGRS	ADI-M	Geodetic			37LFR0000000000 			-13.567580	39.924260		-13.567951	39.924249																							Warning-Equivalent
1910	ADI-M	MGRS	ADI-M	Geodetic			37LGR0000000000 			-13.562450	40.848250		-13.562819	40.848244																							Warning-Equivalent
1911	ADI-M	MGRS	ADI-M	Geodetic			37LHR0000000000 			-13.553900	41.771740		-13.554274	41.771728																							Warning-Equivalent
1912	ADI-M	MGRS	ADI-M	Geodetic			38LKA5047101847 			-13.541960	42.694470		-13.542324	42.694445																							Warning-Equivalent
1913	ADI-M	MGRS	ADI-M	Geodetic			36LYF5977101153 			-9.029090	35.362880		-9.029347	35.362907																							Warning-Equivalent
1914	ADI-M	MGRS	ADI-M	Geodetic			37LBA0000000000 			-9.036980	36.271340		-9.037229	36.271353																							Warning-Equivalent
1915	ADI-M	MGRS	ADI-M	Geodetic			37LCA0000000000 			-9.042620	37.180500		-9.042869	37.180508																							Warning-Equivalent
1916	ADI-M	MGRS	ADI-M	Geodetic			37LDA0000000000 			-9.046000	38.090130		-9.046256	38.090136																							Warning-Equivalent
1917	ADI-M	MGRS	ADI-M	Geodetic			37LEA0000000000 			-9.047130	39.000000		-9.047385	39.000000																							Warning-Equivalent
1918	ADI-M	MGRS	ADI-M	Geodetic			37LFA0000000000 			-9.046000	39.909870		-9.046256	39.909864																							Warning-Equivalent
1919	ADI-M	MGRS	ADI-M	Geodetic			37LGA0000000000 			-9.042620	40.819500		-9.042869	40.819492																							Warning-Equivalent
1920	ADI-M	MGRS	ADI-M	Geodetic			37LHA0000000000 			-9.036980	41.728660		-9.037229	41.728647																							Warning-Equivalent
1921	ADI-M	MGRS	ADI-M	Geodetic			38LKF4022901153 			-9.029090	42.637120		-9.029347	42.637093																							Warning-Equivalent
1922	ADI-M	MGRS	ADI-M	Geodetic			36MYL6594300553 			-4.514880	35.396590		-4.515012	35.396614																							Successful-Equivalent
1923	ADI-M	MGRS	ADI-M	Geodetic			37MBF0000000000 			-4.518800	36.296650		-4.518931	36.296671																							Successful-Equivalent
1924	ADI-M	MGRS	ADI-M	Geodetic			37MCF0000000000 			-4.521610	37.197390		-4.521734	37.197404																							Successful-Equivalent
1925	ADI-M	MGRS	ADI-M	Geodetic			37MDF0000000000 			-4.523290	38.098580		-4.523417	38.098589																							Successful-Equivalent
1926	ADI-M	MGRS	ADI-M	Geodetic			37MEF0000000000 			-4.523850	39.000000		-4.523979	39.000000																							Successful-Equivalent
1927	ADI-M	MGRS	ADI-M	Geodetic			37MFF0000000000 			-4.523290	39.901420		-4.523417	39.901411																							Successful-Equivalent
1928	ADI-M	MGRS	ADI-M	Geodetic			37MGF0000000000 			-4.521610	40.802610		-4.521734	40.802596																							Successful-Equivalent
1929	ADI-M	MGRS	ADI-M	Geodetic			37MHF0000000000 			-4.518800	41.703350		-4.518931	41.703329																							Successful-Equivalent
1930	ADI-M	MGRS	ADI-M	Geodetic			38MKL3405700553 			-4.514880	42.603410		-4.515012	42.603386																							Successful-Equivalent
1931	ADI-M	MGRS	ADI-M	Geodetic			36NYR6800500000 			0.000000	35.407710		0.000000	35.407737																							Successful-Equivalent
1932	ADI-M	MGRS	ADI-M	Geodetic			37NBL0000000000 			0.000000	36.305010		0.000000	36.305024																							Successful-Equivalent
1933	ADI-M	MGRS	ADI-M	Geodetic			37NCL0000000000 			0.000000	37.202970		0.000000	37.202979																							Successful-Equivalent
1934	ADI-M	MGRS	ADI-M	Geodetic			37NDL0000000000 			0.000000	38.101370		0.000000	38.101378																							Successful-Equivalent
1935	ADI-M	MGRS	ADI-M	Geodetic			37NEL0000000000 			0.000000	39.000000		0.000000	39.000000																							Successful-Equivalent
1936	ADI-M	MGRS	ADI-M	Geodetic			37NFL0000000000 			0.000000	39.898630		0.000000	39.898622																							Successful-Equivalent
1937	ADI-M	MGRS	ADI-M	Geodetic			37NGL0000000000 			0.000000	40.797030		0.000000	40.797021																							Successful-Equivalent
1938	ADI-M	MGRS	ADI-M	Geodetic			37NHL0000000000 			0.000000	41.694990		0.000000	41.694976																							Successful-Equivalent
1939	ADI-M	MGRS	ADI-M	Geodetic			38NKR3199500000 			0.000000	42.592290		0.000000	42.592263																							Successful-Equivalent
1940	ADI-M	MGRS	ADI-M	Geodetic			37NGL6800500000 			0.000000	41.407710		0.000000	41.407737																							Successful-Equivalent
1941	ADI-M	MGRS	ADI-M	Geodetic			38NKR0000000000 			0.000000	42.305010		0.000000	42.305024																							Successful-Equivalent
1942	ADI-M	MGRS	ADI-M	Geodetic			38NLR0000000000 			0.000000	43.202970		0.000000	43.202979																							Successful-Equivalent
1943	ADI-M	MGRS	ADI-M	Geodetic			38NMR0000000000 			0.000000	44.101370		0.000000	44.101378																							Successful-Equivalent
1944	ADI-M	MGRS	ADI-M	Geodetic			38NNR0000000000 			0.000000	45.000000		0.000000	45.000000																							Successful-Equivalent
1945	ADI-M	MGRS	ADI-M	Geodetic			38NPR0000000000 			0.000000	45.898630		0.000000	45.898622																							Successful-Equivalent
1946	ADI-M	MGRS	ADI-M	Geodetic			38NQR0000000000 			0.000000	46.797030		0.000000	46.797021																							Successful-Equivalent
1947	ADI-M	MGRS	ADI-M	Geodetic			38NRR0000000000 			0.000000	47.694990		0.000000	47.694976																							Successful-Equivalent
1948	ADI-M	MGRS	ADI-M	Geodetic			39NTL3199500000 			0.000000	48.592290		0.000000	48.592263																							Successful-Equivalent
1949	ADI-M	MGRS	ADI-M	Geodetic			37NGQ6594399447 			4.514880	41.396590		4.515012	41.396614																							Successful-Equivalent
1950	ADI-M	MGRS	ADI-M	Geodetic			38NKA0000000000 			4.518800	42.296650		4.518931	42.296671																							Successful-Equivalent
1951	ADI-M	MGRS	ADI-M	Geodetic			38NLA0000000000 			4.521610	43.197390		4.521734	43.197404																							Successful-Equivalent
1952	ADI-M	MGRS	ADI-M	Geodetic			38NMA0000000000 			4.523290	44.098580		4.523417	44.098589																							Successful-Equivalent
1953	ADI-M	MGRS	ADI-M	Geodetic			38NNA0000000000 			4.523850	45.000000		4.523979	45.000000																							Successful-Equivalent
1954	ADI-M	MGRS	ADI-M	Geodetic			38NPA0000000000 			4.523290	45.901420		4.523417	45.901411																							Successful-Equivalent
1955	ADI-M	MGRS	ADI-M	Geodetic			38NQA0000000000 			4.521610	46.802610		4.521734	46.802596																							Successful-Equivalent
1956	ADI-M	MGRS	ADI-M	Geodetic			38NRA0000000000 			4.518800	47.703350		4.518931	47.703329																							Successful-Equivalent
1957	ADI-M	MGRS	ADI-M	Geodetic			39NTQ3405799447 			4.514880	48.603410		4.515012	48.603386																							Successful-Equivalent
1958	ADI-M	MGRS	ADI-M	Geodetic			37PGV5977198847 			9.029090	41.362880		9.029347	41.362907																							Successful-Equivalent
1959	ADI-M	MGRS	ADI-M	Geodetic			38PKF0000000000 			9.036980	42.271340		9.037229	42.271353																							Successful-Equivalent
1960	ADI-M	MGRS	ADI-M	Geodetic			38PLF0000000000 			9.042620	43.180500		9.042869	43.180508																							Successful-Equivalent
1961	ADI-M	MGRS	ADI-M	Geodetic			38PMF0000000000 			9.046000	44.090130		9.046256	44.090136																							Successful-Equivalent
1962	ADI-M	MGRS	ADI-M	Geodetic			38PNF0000000000 			9.047130	45.000000		9.047385	45.000000																							Successful-Equivalent
1963	ADI-M	MGRS	ADI-M	Geodetic			38PPF0000000000 			9.046000	45.909870		9.046256	45.909864																							Successful-Equivalent
1964	ADI-M	MGRS	ADI-M	Geodetic			38PQF0000000000 			9.042620	46.819500		9.042869	46.819492																							Successful-Equivalent
1965	ADI-M	MGRS	ADI-M	Geodetic			38PRF0000000000 			9.036980	47.728660		9.037229	47.728647																							Successful-Equivalent
1966	ADI-M	MGRS	ADI-M	Geodetic			39PTV4022998847 			9.029090	48.637120		9.029347	48.637093																							Successful-Equivalent
1967	ADI-M	MGRS	ADI-M	Geodetic			37PGE4952998153 			13.541960	41.305530		13.542324	41.305555																							Successful-Equivalent
1968	ADI-M	MGRS	ADI-M	Geodetic			38PKL0000000000 			13.553900	42.228260		13.554274	42.228272																							Successful-Equivalent
1969	ADI-M	MGRS	ADI-M	Geodetic			38PLL0000000000 			13.562450	43.151750		13.562819	43.151756																							Successful-Equivalent
1970	ADI-M	MGRS	ADI-M	Geodetic			38PML0000000000 			13.567580	44.075740		13.567951	44.075751																							Successful-Equivalent
1971	ADI-M	MGRS	ADI-M	Geodetic			38PNL0000000000 			13.569290	45.000000		13.569662	45.000000																							Successful-Equivalent
1972	ADI-M	MGRS	ADI-M	Geodetic			38PPL0000000000 			13.567580	45.924260		13.567951	45.924249																							Successful-Equivalent
1973	ADI-M	MGRS	ADI-M	Geodetic			38PQL0000000000 			13.562450	46.848250		13.562819	46.848244																							Successful-Equivalent
1974	ADI-M	MGRS	ADI-M	Geodetic			38PRL0000000000 			13.553900	47.771740		13.554274	47.771728																							Successful-Equivalent
1975	ADI-M	MGRS	ADI-M	Geodetic			39PTE5047198153 			13.541960	48.694470		13.542324	48.694445																							Successful-Equivalent
1976	ADI-M	MGRS	ADI-M	Geodetic			37QGK3528397324 			18.052830	41.222670		18.053303	41.222696																							Successful-Equivalent
1977	ADI-M	MGRS	ADI-M	Geodetic			38QKR0000000000 			18.068990	42.166020		18.069467	42.166031																							Successful-Equivalent
1978	ADI-M	MGRS	ADI-M	Geodetic			38QLR0000000000 			18.080540	43.110210		18.081025	43.110216																							Successful-Equivalent
1979	ADI-M	MGRS	ADI-M	Geodetic			38QMR0000000000 			18.087480	44.054960		18.087966	44.054966																							Successful-Equivalent
1980	ADI-M	MGRS	ADI-M	Geodetic			38QNR0000000000 			18.089800	45.000000		18.090281	45.000000																							Successful-Equivalent
1981	ADI-M	MGRS	ADI-M	Geodetic			38QPR0000000000 			18.087480	45.945040		18.087966	45.945034																							Successful-Equivalent
1982	ADI-M	MGRS	ADI-M	Geodetic			38QQR0000000000 			18.080540	46.889790		18.081025	46.889784																							Successful-Equivalent
1983	ADI-M	MGRS	ADI-M	Geodetic			38QRR0000000000 			18.068990	47.833980		18.069467	47.833969																							Successful-Equivalent
1984	ADI-M	MGRS	ADI-M	Geodetic			39QTK6471797324 			18.052830	48.777330		18.053303	48.777304																							Successful-Equivalent
1985	ADI-M	MGRS	ADI-M	Geodetic			38QKA0000000000 			22.581660	42.082500		22.582241	42.082517																							Successful-Equivalent
1986	ADI-M	MGRS	ADI-M	Geodetic			38QLA0000000000 			22.596380	43.054460		22.596964	43.054473																							Successful-Equivalent
1987	ADI-M	MGRS	ADI-M	Geodetic			38QMA0000000000 			22.605220	44.027070		22.605806	44.027075																							Successful-Equivalent
1988	ADI-M	MGRS	ADI-M	Geodetic			38QNA0000000000 			22.608170	45.000000		22.608755	45.000000																							Successful-Equivalent
1989	ADI-M	MGRS	ADI-M	Geodetic			38QPA0000000000 			22.605220	45.972930		22.605806	45.972925																							Successful-Equivalent
1990	ADI-M	MGRS	ADI-M	Geodetic			38QQA0000000000 			22.596380	46.945540		22.596964	46.945527																							Successful-Equivalent
1991	ADI-M	MGRS	ADI-M	Geodetic			38QRA0000000000 			22.581660	47.917500		22.582241	47.917483																							Successful-Equivalent
1992	ADI-M	MGRS	ADI-M	Geodetic			37RGV9498399880 			27.091400	41.974700		27.092062	41.974717																							Successful-Equivalent
1993	ADI-M	MGRS	ADI-M	Geodetic			38RLF0000000000 			27.109490	42.982500		27.110160	42.982514																							Successful-Equivalent
1994	ADI-M	MGRS	ADI-M	Geodetic			38RMF0000000000 			27.120360	43.991060		27.121028	43.991067																							Successful-Equivalent
1995	ADI-M	MGRS	ADI-M	Geodetic			38RNF0000000000 			27.123980	45.000000		27.124652	45.000000																							Successful-Equivalent
1996	ADI-M	MGRS	ADI-M	Geodetic			38RPF0000000000 			27.120360	46.008940		27.121028	46.008933																							Successful-Equivalent
1997	ADI-M	MGRS	ADI-M	Geodetic			38RQF0000000000 			27.109490	47.017500		27.110160	47.017486																							Successful-Equivalent
1998	ADI-M	MGRS	ADI-M	Geodetic			39RTV0501799880 			27.091400	48.025300		27.092062	48.025283																							Successful-Equivalent
1999	ADI-M	MGRS	ADI-M	Geodetic			37RGE6932699158 			31.597710	41.838420		31.598453	41.838435																							Warning-Equivalent
2000	ADI-M	MGRS	ADI-M	Geodetic			38RLL0000000000 			31.619450	42.891520		31.620192	42.891528																							Warning-Equivalent
2001	ADI-M	MGRS	ADI-M	Geodetic			38RML0000000000 			31.632510	43.945530		31.633251	43.945536																							Warning-Equivalent
2002	ADI-M	MGRS	ADI-M	Geodetic			38RNL0000000000 			31.636870	45.000000		31.637605	45.000000																							Warning-Equivalent
2003	ADI-M	MGRS	ADI-M	Geodetic			38RPL0000000000 			31.632510	46.054470		31.633251	46.054464																							Warning-Equivalent
2004	ADI-M	MGRS	ADI-M	Geodetic			38RQL0000000000 			31.619450	47.108480		31.620192	47.108472																							Warning-Equivalent
2005	ADI-M	MGRS	ADI-M	Geodetic			39RTE3067499158 			31.597710	48.161580		31.598453	48.161565																							Warning-Equivalent
2006	ADI-M	MGRS	ADI-M	Geodetic			37SGK4017498153 			36.100160	41.667830		36.100952	41.667831																							Warning-Equivalent
2007	ADI-M	MGRS	ADI-M	Geodetic			38SLR0000000000 			36.125910	42.777610		36.126697	42.777617																							Warning-Equivalent
2008	ADI-M	MGRS	ADI-M	Geodetic			38SMR0000000000 			36.141370	43.888520		36.142163	43.888526																							Warning-Equivalent
2009	ADI-M	MGRS	ADI-M	Geodetic			38SNR0000000000 			36.146530	45.000000		36.147322	45.000000																							Warning-Equivalent
2010	ADI-M	MGRS	ADI-M	Geodetic			38SPR0000000000 			36.141370	46.111480		36.142163	46.111474																							Warning-Equivalent
2011	ADI-M	MGRS	ADI-M	Geodetic			38SQR0000000000 			36.125910	47.222390		36.126697	47.222383																							Warning-Equivalent
2012	ADI-M	MGRS	ADI-M	Geodetic			39STK5982698153 			36.100160	48.332170		36.100952	48.332169																							Warning-Equivalent
2013	ADI-M	MGRS	ADI-M	Geodetic			38TLA0000000000 			40.628540	42.635320		40.629370	42.635319																							Warning-Equivalent
2014	ADI-M	MGRS	ADI-M	Geodetic			38TMA0000000000 			40.646700	43.817300		40.647531	43.817300																							Warning-Equivalent
2015	ADI-M	MGRS	ADI-M	Geodetic			38TNA0000000000 			40.652760	45.000000		40.653588	45.000000																							Warning-Equivalent
2016	ADI-M	MGRS	ADI-M	Geodetic			38TPA0000000000 			40.646700	46.182700		40.647531	46.182700																							Warning-Equivalent
2017	ADI-M	MGRS	ADI-M	Geodetic			38TQA0000000000 			40.628540	47.364680		40.629370	47.364681																							Warning-Equivalent
2018	ADI-M	MGRS	ADI-M	Geodetic			38TLF0000000000 			45.127110	42.456860		45.127955	42.456867																							Warning-Equivalent
2019	ADI-M	MGRS	ADI-M	Geodetic			38TMF0000000000 			45.148350	43.727960		45.149195	43.727962																							Warning-Equivalent
2020	ADI-M	MGRS	ADI-M	Geodetic			38TNF0000000000 			45.155430	45.000000		45.156280	45.000000																							Warning-Equivalent
2021	ADI-M	MGRS	ADI-M	Geodetic			38TPF0000000000 			45.148350	46.272040		45.149195	46.272038																							Warning-Equivalent
2022	ADI-M	MGRS	ADI-M	Geodetic			38TQF0000000000 			45.127110	47.543140		45.127955	47.543133																							Warning-Equivalent
2023	ADI-M	MGRS	ADI-M	Geodetic			38ULL0000000000 			49.621390	42.230920		49.622231	42.230919																							Warning-Equivalent
2024	ADI-M	MGRS	ADI-M	Geodetic			38UML0000000000 			49.646230	43.614820		49.647071	43.614820																							Warning-Equivalent
2025	ADI-M	MGRS	ADI-M	Geodetic			38UNL0000000000 			49.654510	45.000000		49.655358	45.000000																							Warning-Equivalent
2026	ADI-M	MGRS	ADI-M	Geodetic			38UPL0000000000 			49.646230	46.385180		49.647071	46.385180																							Warning-Equivalent
2027	ADI-M	MGRS	ADI-M	Geodetic			38UQL0000000000 			49.621390	47.769080		49.622231	47.769081																							Warning-Equivalent
2028	ADI-M	MGRS	ADI-M	Geodetic			37UFK9220699669 			54.111150	41.940370		54.111975	41.940366																							Warning-Equivalent
2029	ADI-M	MGRS	ADI-M	Geodetic			38UMR0000000000 			54.140320	43.469280		54.141143	43.469279																							Warning-Equivalent
2030	ADI-M	MGRS	ADI-M	Geodetic			38UNR0000000000 			54.150050	45.000000		54.150874	45.000000																							Warning-Equivalent
2031	ADI-M	MGRS	ADI-M	Geodetic			38UPR0000000000 			54.140320	46.530720		54.141143	46.530721																							Warning-Equivalent
2032	ADI-M	MGRS	ADI-M	Geodetic			39UUK0779499669 			54.111150	48.059630		54.111975	48.059634																							Warning-Equivalent
2033	ADI-M	MGRS	ADI-M	Geodetic			37VFQ4867797704 			58.596110	41.558250		58.596897	41.558241																							Warning-Equivalent
2034	ADI-M	MGRS	ADI-M	Geodetic			38VMA0000000000 			58.630650	43.277780		58.631441	43.277774																							Warning-Equivalent
2035	ADI-M	MGRS	ADI-M	Geodetic			38VNA0000000000 			58.642180	45.000000		58.642967	45.000000																							Warning-Equivalent
2036	ADI-M	MGRS	ADI-M	Geodetic			38VPA0000000000 			58.630650	46.722220		58.631441	46.722226																							Warning-Equivalent
2037	ADI-M	MGRS	ADI-M	Geodetic			39VUQ5132397704 			58.596110	48.441750		58.596897	48.441759																							Warning-Equivalent
2038	ADI-M	MGRS	ADI-M	Geodetic			37VFV0303195469 			63.075780	41.039570		63.076518	41.039542																							Warning-Equivalent
2039	ADI-M	MGRS	ADI-M	Geodetic			38VMF0000000000 			63.117270	43.017660		63.118009	43.017648																							Warning-Equivalent
2040	ADI-M	MGRS	ADI-M	Geodetic			38VNF0000000000 			63.131120	45.000000		63.131859	45.000000																							Warning-Equivalent
2041	ADI-M	MGRS	ADI-M	Geodetic			38VPF0000000000 			63.117270	46.982340		63.118009	46.982352																							Warning-Equivalent
2042	ADI-M	MGRS	ADI-M	Geodetic			39VUV9696995469 			63.075780	48.960430		63.076518	48.960458																							Warning-Equivalent
2043	ADI-M	MGRS	ADI-M	Geodetic			37WEE5554893003 			67.549180	40.303490		67.549852	40.303461																							Warning-Equivalent
2044	ADI-M	MGRS	ADI-M	Geodetic			38WML0000000000 			67.600160	42.648080		67.600826	42.648067																							Warning-Equivalent
2045	ADI-M	MGRS	ADI-M	Geodetic			38WNL0000000000 			67.617180	45.000000		67.617849	45.000000																							Warning-Equivalent
2046	ADI-M	MGRS	ADI-M	Geodetic			38WPL0000000000 			67.600160	47.351920		67.600826	47.351933																							Warning-Equivalent
2047	ADI-M	MGRS	ADI-M	Geodetic			39WVE4445293003 			67.549180	49.696510		67.549852	49.696539																							Warning-Equivalent
2048	ADI-M	MGRS	ADI-M	Geodetic			37XEK0651590354 			72.014150	39.189080		72.014741	39.189030																							Warning-Equivalent
2049	ADI-M	MGRS	ADI-M	Geodetic			38XMR0000000000 			72.079030	42.087400		72.079620	42.087376																							Warning-Equivalent
2050	ADI-M	MGRS	ADI-M	Geodetic			38XNR0000000000 			72.100720	45.000000		72.101306	45.000000																							Warning-Equivalent
2051	ADI-M	MGRS	ADI-M	Geodetic			38XPR0000000000 			72.079030	47.912600		72.079620	47.912624																							Warning-Equivalent
2052	ADI-M	MGRS	ADI-M	Geodetic			39XVK9348590354 			72.014150	50.810920		72.014741	50.810970																							Warning-Equivalent
2053	ADI-M	MGRS	ADI-M	Geodetic			37XDQ5622787576 			76.465260	37.324410		76.465754	37.324323																							Warning-Equivalent
2054	ADI-M	MGRS	ADI-M	Geodetic			37XEQ5568197741 			76.552840	41.145380		76.553333	41.145322																							Warning-Equivalent
2055	ADI-M	MGRS	ADI-M	Geodetic			38XNA0000000000 			76.582170	45.000000		76.582662	45.000000																							Warning-Equivalent
2056	ADI-M	MGRS	ADI-M	Geodetic			39XVQ4431997741 			76.552840	48.854620		76.553333	48.854678																							Warning-Equivalent
2057	ADI-M	MGRS	ADI-M	Geodetic			39XWQ4377387576 			76.465260	52.675590		76.465754	52.675677																							Warning-Equivalent
2058	ADI-M	MGRS	ADI-M	Geodetic			37XEV0442695052 			81.017590	39.254040		81.017985	39.253916																							Warning-Equivalent
2059	ADI-M	MGRS	ADI-M	Geodetic			38XNF0000000000 			81.062000	45.000000		81.062396	45.000000																							Warning-Equivalent
2060	ADI-M	MGRS	ADI-M	Geodetic			39XVV9557495052 			81.017590	50.745960		81.017985	50.746084																							Warning-Equivalent
2061	ADI-M	MGRS	ADI-M	Geodetic			ZGC2069479306 			84.645050	45.000000		84.645359	45.000000																							Warning-Equivalent
2062	ADI-M	MGRS	ADI-M	Geodetic			BJV3228673771 			-81.017590	39.254040		-81.017986	39.253933																							Warning-Equivalent
2063	ADI-M	MGRS	ADI-M	Geodetic			BKV0307203072 			-81.062000	45.000000		-81.062390	45.000000																							Warning-Equivalent
2064	ADI-M	MGRS	ADI-M	Geodetic			BKU7377132286 			-81.017590	50.745960		-81.017986	50.746067																							Warning-Equivalent
2065	ADI-M	MGRS	ADI-M	Geodetic			37CDF5622712424 			-76.465260	37.324410		-76.465754	37.324323																							Warning-Equivalent
2066	ADI-M	MGRS	ADI-M	Geodetic			37CEF5568102259 			-76.552840	41.145380		-76.553333	41.145322																							Warning-Equivalent
2067	ADI-M	MGRS	ADI-M	Geodetic			38CNL0000000000 			-76.582170	45.000000		-76.582662	45.000000																							Warning-Equivalent
2068	ADI-M	MGRS	ADI-M	Geodetic			39CVF4431902259 			-76.552840	48.854620		-76.553333	48.854678																							Warning-Equivalent
2069	ADI-M	MGRS	ADI-M	Geodetic			39CWF4377312424 			-76.465260	52.675590		-76.465754	52.675677																							Warning-Equivalent
2070	ADI-M	MGRS	ADI-M	Geodetic			37CEL0651509646 			-72.014150	39.189080		-72.014741	39.189030																							Warning-Equivalent
2071	ADI-M	MGRS	ADI-M	Geodetic			38CMR0000000000 			-72.079030	42.087400		-72.079620	42.087376																							Warning-Equivalent
2072	ADI-M	MGRS	ADI-M	Geodetic			38CNR0000000000 			-72.100720	45.000000		-72.101306	45.000000																							Warning-Equivalent
2073	ADI-M	MGRS	ADI-M	Geodetic			38CPR0000000000 			-72.079030	47.912600		-72.079620	47.912624																							Warning-Equivalent
2074	ADI-M	MGRS	ADI-M	Geodetic			39CVL9348509646 			-72.014150	50.810920		-72.014741	50.810970																							Warning-Equivalent
2075	ADI-M	MGRS	ADI-M	Geodetic			37DDR5609216655 			-67.464530	37.973420		-67.465204	37.973367																							Warning-Equivalent
2076	ADI-M	MGRS	ADI-M	Geodetic			37DER5554806997 			-67.549180	40.303490		-67.549852	40.303461																							Warning-Equivalent
2077	ADI-M	MGRS	ADI-M	Geodetic			38DMA0000000000 			-67.600160	42.648080		-67.600826	42.648067																							Warning-Equivalent
