TEST CASE ID	INPUT DATUM(Code)	INPUT PROJECTION	OUTPUT DATUM(Code)	OUTPUT PROJECTION	INPUT ZONE	OUTPUT ZONE	INPUT_COORDS			OUTPUT_COORDS			CALCULATED_OUTPUT_COORDS				INPUT_SYSTEM_PARAMETERS										OUTPUT_SYSTEM_PARAMETERS										RESULTS
840	ADI-M	Geodetic	ADI-M	MGRS			0.000000	24.592263		35NKL3199500000			35NKL3199500000																								Successful-Equivalent
841	ADI-M	Geodetic	ADI-M	MGRS			4.515012	17.396614		33NYQ6594399447			33NYQ6594299446																								Successful-Equivalent
842	ADI-M	Geodetic	ADI-M	MGRS			4.518931	18.296671		34NBA0000000000			34NAA9999900000																								Successful-Different
843	ADI-M	Geodetic	ADI-M	MGRS			4.521734	19.197404		34NCA0000000000			34NBA9999900000																								Successful-Different
844	ADI-M	Geodetic	ADI-M	MGRS			4.523417	20.098589		34NDA0000000000			34NCV9999999999																								Successful-Different
845	ADI-M	Geodetic	ADI-M	MGRS			4.523979	21.000000		34NEA0000000000			34NEA0000000000																								Successful-Equivalent
846	ADI-M	Geodetic	ADI-M	MGRS			4.523417	21.901411		34NFA0000000000			34NFV0000099999																								Successful-Different
847	ADI-M	Geodetic	ADI-M	MGRS			4.521734	22.802596		34NGA0000000000			34NGA0000000000																								Successful-Equivalent
848	ADI-M	Geodetic	ADI-M	MGRS			4.518931	23.703329		34NHA0000000000			34NHA0000000000																								Successful-Equivalent
849	ADI-M	Geodetic	ADI-M	MGRS			4.515012	24.603386		35NKQ3405799447			35NKQ3405799446																								Successful-Equivalent
850	ADI-M	Geodetic	ADI-M	MGRS			9.029347	17.362907		33PYV5977198847			33PYV5977098846																								Successful-Equivalent
851	ADI-M	Geodetic	ADI-M	MGRS			9.037229	18.271353		34PBF0000000000			34PBE0000099999																								Successful-Different
852	ADI-M	Geodetic	ADI-M	MGRS			9.042869	19.180508		34PCF0000000000			34PCF0000000000																								Successful-Equivalent
853	ADI-M	Geodetic	ADI-M	MGRS			9.046256	20.090136		34PDF0000000000			34PDF0000000000																								Successful-Equivalent
854	ADI-M	Geodetic	ADI-M	MGRS			9.047385	21.000000		34PEF0000000000			34PEE0000099999																								Successful-Different
855	ADI-M	Geodetic	ADI-M	MGRS			9.046256	21.909864		34PFF0000000000			34PEF9999900000																								Successful-Different
856	ADI-M	Geodetic	ADI-M	MGRS			9.042869	22.819492		34PGF0000000000			34PFF9999900000																								Successful-Different
857	ADI-M	Geodetic	ADI-M	MGRS			9.037229	23.728647		34PHF0000000000			34PGE9999999999																								Successful-Different
858	ADI-M	Geodetic	ADI-M	MGRS			9.029347	24.637093		35PKV4022998847			35PKV4022998846																								Successful-Equivalent
859	ADI-M	Geodetic	ADI-M	MGRS			13.542324	17.305555		33PYE4952998153			33PYE4952998152																								Successful-Equivalent
860	ADI-M	Geodetic	ADI-M	MGRS			13.554274	18.228272		34PBL0000000000			34PAK9999999999																								Successful-Different
861	ADI-M	Geodetic	ADI-M	MGRS			13.562819	19.151756		34PCL0000000000			34PBK9999999999																								Successful-Different
862	ADI-M	Geodetic	ADI-M	MGRS			13.567951	20.075751		34PDL0000000000			34PDL0000000000																								Successful-Equivalent
863	ADI-M	Geodetic	ADI-M	MGRS			13.569662	21.000000		34PEL0000000000			34PEK0000099999																								Successful-Different
864	ADI-M	Geodetic	ADI-M	MGRS			13.567951	21.924249		34PFL0000000000			34PEL9999900000																								Successful-Different
865	ADI-M	Geodetic	ADI-M	MGRS			13.562819	22.848244		34PGL0000000000			34PGK0000099999																								Successful-Different
866	ADI-M	Geodetic	ADI-M	MGRS			13.554274	23.771728		34PHL0000000000			34PHK0000099999																								Successful-Different
867	ADI-M	Geodetic	ADI-M	MGRS			13.542324	24.694445		35PKE5047198153			35PKE5047098152																								Successful-Equivalent
868	ADI-M	Geodetic	ADI-M	MGRS			18.053303	17.222696		33QYK3528397324			33QYK3528397323																								Successful-Equivalent
869	ADI-M	Geodetic	ADI-M	MGRS			18.069467	18.166031		34QBR0000000000			34QAQ9999999999																								Successful-Different
870	ADI-M	Geodetic	ADI-M	MGRS			18.081025	19.110216		34QCR0000000000			34QCQ0000099999																								Successful-Different
871	ADI-M	Geodetic	ADI-M	MGRS			18.087966	20.054966		34QDR0000000000			34QCQ9999999999																								Successful-Different
872	ADI-M	Geodetic	ADI-M	MGRS			18.090281	21.000000		34QER0000000000			34QER0000000000																								Successful-Equivalent
873	ADI-M	Geodetic	ADI-M	MGRS			18.087966	21.945034		34QFR0000000000			34QFQ0000099999																								Successful-Different
874	ADI-M	Geodetic	ADI-M	MGRS			18.081025	22.889784		34QGR0000000000			34QFQ9999999999																								Successful-Different
875	ADI-M	Geodetic	ADI-M	MGRS			18.069467	23.833969		34QHR0000000000			34QHQ0000099999																								Successful-Different
876	ADI-M	Geodetic	ADI-M	MGRS			18.053303	24.777304		35QKK6471797324			35QKK6471697323																								Successful-Equivalent
877	ADI-M	Geodetic	ADI-M	MGRS			22.582241	18.082517		34QBA0000000000			34QAA9999900000																								Successful-Different
878	ADI-M	Geodetic	ADI-M	MGRS			22.596964	19.054473		34QCA0000000000			34QBV9999999999																								Successful-Different
879	ADI-M	Geodetic	ADI-M	MGRS			22.605806	20.027075		34QDA0000000000			34QDV0000099999																								Successful-Different
880	ADI-M	Geodetic	ADI-M	MGRS			22.608755	21.000000		34QEA0000000000			34QEV0000099999																								Successful-Different
881	ADI-M	Geodetic	ADI-M	MGRS			22.605806	21.972925		34QFA0000000000			34QEV9999999999																								Successful-Different
882	ADI-M	Geodetic	ADI-M	MGRS			22.596964	22.945527		34QGA0000000000			34QGV0000099999																								Successful-Different
883	ADI-M	Geodetic	ADI-M	MGRS			22.582241	23.917483		34QHA0000000000			34QHA0000000000																								Successful-Equivalent
884	ADI-M	Geodetic	ADI-M	MGRS			27.092062	17.974717		33RYV9498399880			33RYV9498399879																								Successful-Equivalent
885	ADI-M	Geodetic	ADI-M	MGRS			27.110160	18.982514		34RCF0000000000			34RCE0000099999																								Successful-Different
886	ADI-M	Geodetic	ADI-M	MGRS			27.121028	19.991067		34RDF0000000000			34RCE9999999999																								Successful-Different
887	ADI-M	Geodetic	ADI-M	MGRS			27.124652	21.000000		34REF0000000000			34REE0000099999																								Successful-Different
888	ADI-M	Geodetic	ADI-M	MGRS			27.121028	22.008933		34RFF0000000000			34RFE0000099999																								Successful-Different
889	ADI-M	Geodetic	ADI-M	MGRS			27.110160	23.017486		34RGF0000000000			34RFE9999999999																								Successful-Different
890	ADI-M	Geodetic	ADI-M	MGRS			27.092062	24.025283		35RKV0501799880			35RKV0501699879																								Successful-Equivalent
891	ADI-M	Geodetic	ADI-M	MGRS			31.598453	17.838435		33RYE6932699158			33RYE6932699157																								Warning-Equivalent
892	ADI-M	Geodetic	ADI-M	MGRS			31.620192	18.891528		34RCL0000000000			34RBK9999999999																								Warning-Different
893	ADI-M	Geodetic	ADI-M	MGRS			31.633251	19.945536		34RDL0000000000			34RDL0000000000																								Warning-Equivalent
894	ADI-M	Geodetic	ADI-M	MGRS			31.637605	21.000000		34REL0000000000			34REK0000099999																								Warning-Different
895	ADI-M	Geodetic	ADI-M	MGRS			31.633251	22.054464		34RFL0000000000			34REL9999900000																								Warning-Different
896	ADI-M	Geodetic	ADI-M	MGRS			31.620192	23.108472		34RGL0000000000			34RGK0000099999																								Warning-Different
897	ADI-M	Geodetic	ADI-M	MGRS			31.598453	24.161565		35RKE3067499158			35RKE3067399157																								Warning-Equivalent
898	ADI-M	Geodetic	ADI-M	MGRS			36.100952	17.667831		33SYK4017498153			33SYK4017398152																								Warning-Equivalent
899	ADI-M	Geodetic	ADI-M	MGRS			36.126697	18.777617		34SCR0000000000			34SCQ0000099999																								Warning-Different
900	ADI-M	Geodetic	ADI-M	MGRS			36.142163	19.888526		34SDR0000000000			34SDQ0000099999																								Warning-Different
901	ADI-M	Geodetic	ADI-M	MGRS			36.147322	21.000000		34SER0000000000			34SER0000000000																								Warning-Equivalent
902	ADI-M	Geodetic	ADI-M	MGRS			36.142163	22.111474		34SFR0000000000			34SEQ9999999999																								Warning-Different
903	ADI-M	Geodetic	ADI-M	MGRS			36.126697	23.222383		34SGR0000000000			34SFQ9999999999																								Warning-Different
904	ADI-M	Geodetic	ADI-M	MGRS			36.100952	24.332169		35SKK5982698153			35SKK5982698152																								Warning-Equivalent
905	ADI-M	Geodetic	ADI-M	MGRS			40.629370	18.635319		34TCA0000000000			34TBA9999900000																								Warning-Different
906	ADI-M	Geodetic	ADI-M	MGRS			40.647531	19.817300		34TDA0000000000			34TCA9999900000																								Warning-Different
907	ADI-M	Geodetic	ADI-M	MGRS			40.653588	21.000000		34TEA0000000000			34TEV0000099999																								Warning-Different
908	ADI-M	Geodetic	ADI-M	MGRS			40.647531	22.182700		34TFA0000000000			34TFA0000000000																								Warning-Equivalent
909	ADI-M	Geodetic	ADI-M	MGRS			40.629370	23.364681		34TGA0000000000			34TGA0000000000																								Warning-Equivalent
910	ADI-M	Geodetic	ADI-M	MGRS			45.127955	18.456867		34TCF0000000000			34TCF0000000000																								Warning-Equivalent
911	ADI-M	Geodetic	ADI-M	MGRS			45.149195	19.727962		34TDF0000000000			34TCF9999900000																								Warning-Different
912	ADI-M	Geodetic	ADI-M	MGRS			45.156280	21.000000		34TEF0000000000			34TEF0000000000																								Warning-Equivalent
913	ADI-M	Geodetic	ADI-M	MGRS			45.149195	22.272038		34TFF0000000000			34TFF0000000000																								Warning-Equivalent
914	ADI-M	Geodetic	ADI-M	MGRS			45.127955	23.543133		34TGF0000000000			34TFF9999900000																								Warning-Different
915	ADI-M	Geodetic	ADI-M	MGRS			49.622231	18.230919		34UCL0000000000			34UBL9999900000																								Warning-Different
916	ADI-M	Geodetic	ADI-M	MGRS			49.647071	19.614820		34UDL0000000000			34UDK0000099999																								Warning-Different
917	ADI-M	Geodetic	ADI-M	MGRS			49.655358	21.000000		34UEL0000000000			34UEL0000000000																								Warning-Equivalent
918	ADI-M	Geodetic	ADI-M	MGRS			49.647071	22.385180		34UFL0000000000			34UEK9999999999																								Warning-Different
919	ADI-M	Geodetic	ADI-M	MGRS			49.622231	23.769081		34UGL0000000000			34UGL0000000000																								Warning-Equivalent
920	ADI-M	Geodetic	ADI-M	MGRS			54.111975	17.940366		33UXK9220699669			33UXK9220599669																								Warning-Equivalent
921	ADI-M	Geodetic	ADI-M	MGRS			54.141143	19.469279		34UDR0000000000			34UDQ0000099999																								Warning-Different
922	ADI-M	Geodetic	ADI-M	MGRS			54.150874	21.000000		34UER0000000000			34UEQ0000099999																								Warning-Different
923	ADI-M	Geodetic	ADI-M	MGRS			54.141143	22.530721		34UFR0000000000			34UEQ9999999999																								Warning-Different
924	ADI-M	Geodetic	ADI-M	MGRS			54.111975	24.059634		35ULK0779499669			35ULK0779499669																								Warning-Equivalent
925	ADI-M	Geodetic	ADI-M	MGRS			58.596897	17.558241		33VXQ4867797704			33VXQ4867797703																								Warning-Equivalent
926	ADI-M	Geodetic	ADI-M	MGRS			58.631441	19.277774		34VDA0000000000			34VCV9999999999																								Warning-Different
927	ADI-M	Geodetic	ADI-M	MGRS			58.642967	21.000000		34VEA0000000000			34VEV0000099999																								Warning-Different
928	ADI-M	Geodetic	ADI-M	MGRS			58.631441	22.722226		34VFA0000000000			34VFV0000099999																								Warning-Different
929	ADI-M	Geodetic	ADI-M	MGRS			58.596897	24.441759		35VLQ5132397704			35VLQ5132297703																								Warning-Equivalent
930	ADI-M	Geodetic	ADI-M	MGRS			63.076518	17.039542		33VXV0303195469			33VXV0303095469																								Warning-Equivalent
931	ADI-M	Geodetic	ADI-M	MGRS			63.118009	19.017648		34VDF0000000000			34VDF0000000000																								Warning-Equivalent
932	ADI-M	Geodetic	ADI-M	MGRS			63.131859	21.000000		34VEF0000000000			34VEF0000000000																								Warning-Equivalent
933	ADI-M	Geodetic	ADI-M	MGRS			63.118009	22.982352		34VFF0000000000			34VEF9999900000																								Warning-Different
934	ADI-M	Geodetic	ADI-M	MGRS			63.076518	24.960458		35VLV9696995469			35VLV9696995469																								Warning-Equivalent
935	ADI-M	Geodetic	ADI-M	MGRS			67.549852	16.303461		33WWE5554893003			33WWE5554893002																								Warning-Equivalent
936	ADI-M	Geodetic	ADI-M	MGRS			67.600826	18.648067		34WDL0000000000			34WCL9999900000																								Warning-Different
937	ADI-M	Geodetic	ADI-M	MGRS			67.617849	21.000000		34WEL0000000000			34WEL0000000000																								Warning-Equivalent
938	ADI-M	Geodetic	ADI-M	MGRS			67.600826	23.351933		34WFL0000000000			34WFL0000000000																								Warning-Equivalent
939	ADI-M	Geodetic	ADI-M	MGRS			67.549852	25.696539		35WME4445293003			35WME4445193002																								Warning-Equivalent
940	ADI-M	Geodetic	ADI-M	MGRS			72.014741	15.189030		33XWK0651590354			33XWK0651490353																								Warning-Equivalent
941	ADI-M	Geodetic	ADI-M	MGRS			72.079621	18.087369		33XXL0599500299			33XXL0599400299																								Warning-Equivalent
942	ADI-M	Geodetic	ADI-M	MGRS			72.101310	21.000013		35XKL9447510252			35XKL9447510251																								Warning-Equivalent
943	ADI-M	Geodetic	ADI-M	MGRS			72.079621	23.912631		35XLL9400500299			35XLL9400500299																								Warning-Equivalent
944	ADI-M	Geodetic	ADI-M	MGRS			72.014741	26.810970		35XMK9348590354			35XMK9348590353																								Warning-Equivalent
945	ADI-M	Geodetic	ADI-M	MGRS			76.465754	13.324323		33XVQ5622787576			33XVQ5622787575																								Warning-Equivalent
946	ADI-M	Geodetic	ADI-M	MGRS			76.553333	17.145322		33XWQ5568197741			33XWQ5568097740																								Warning-Equivalent
947	ADI-M	Geodetic	ADI-M	MGRS			76.582661	21.000011		35XLR4482707911			35XLR4482707910																								Warning-Equivalent
948	ADI-M	Geodetic	ADI-M	MGRS			76.553333	24.854678		35XMQ4431997741			35XMQ4431997740																								Warning-Equivalent
949	ADI-M	Geodetic	ADI-M	MGRS			76.465754	28.675677		35XNQ4377387576			35XNQ4377287575																								Warning-Equivalent
950	ADI-M	Geodetic	ADI-M	MGRS			81.017985	15.253916		33XWV0442695052			33XWV0442595052																								Warning-Equivalent
951	ADI-M	Geodetic	ADI-M	MGRS			81.062398	21.000008		35XLA9610805379			35XLA9610805379																								Warning-Equivalent
952	ADI-M	Geodetic	ADI-M	MGRS			81.017985	26.746084		35XMV9557495052			35XMV9557495052																								Warning-Equivalent
953	ADI-M	Geodetic	ADI-M	MGRS			84.645366	20.999988		ZCB1321144566			ZCB1321144565																								Warning-Equivalent
954	ADI-M	Geodetic	ADI-M	MGRS			-81.017985	15.253932		BCX6290164049			BCX6290064048																								Warning-Equivalent
955	ADI-M	Geodetic	ADI-M	MGRS			-81.062394	21.000003		BFX5632328253			BFX5632228252																								Warning-Equivalent
956	ADI-M	Geodetic	ADI-M	MGRS			-81.017987	26.746063		BGW4970192343			BGW4970092342																								Warning-Equivalent
957	ADI-M	Geodetic	ADI-M	MGRS			-76.465754	13.324323		33CVF5622712424			33CVF5622712424																								Warning-Equivalent
958	ADI-M	Geodetic	ADI-M	MGRS			-76.553333	17.145322		33CWF5568102259			33CWF5568002259																								Warning-Equivalent
959	ADI-M	Geodetic	ADI-M	MGRS			-76.582662	21.000000		34CEL0000000000			34CEL0000000000																								Warning-Equivalent
960	ADI-M	Geodetic	ADI-M	MGRS			-76.553333	24.854678		35CMF4431902259			35CMF4431902259																								Warning-Equivalent
961	ADI-M	Geodetic	ADI-M	MGRS			-76.465754	28.675677		35CNF4377312424			35CNF4377212424																								Warning-Equivalent
962	ADI-M	Geodetic	ADI-M	MGRS			-72.014741	15.189030		33CWL0651509646			33CWL0651409646																								Warning-Equivalent
963	ADI-M	Geodetic	ADI-M	MGRS			-72.079620	18.087376		34CDR0000000000			34CCR9999900000																								Warning-Different
964	ADI-M	Geodetic	ADI-M	MGRS			-72.101306	21.000000		34CER0000000000			34CER0000000000																								Warning-Equivalent
965	ADI-M	Geodetic	ADI-M	MGRS			-72.079620	23.912624		34CFR0000000000			34CFR0000000000																								Warning-Equivalent
966	ADI-M	Geodetic	ADI-M	MGRS			-72.014741	26.810970		35CML9348509646			35CML9348509646																								Warning-Equivalent
967	ADI-M	Geodetic	ADI-M	MGRS			-67.465204	13.973367		33DVR5609216655			33DVR5609116655																								Warning-Equivalent
968	ADI-M	Geodetic	ADI-M	MGRS			-67.549852	16.303461		33DWR5554806997			33DWR5554806997																								Warning-Equivalent
969	ADI-M	Geodetic	ADI-M	MGRS			-67.600826	18.648067		34DDA0000000000			34DCV9999999999																								Warning-Different
970	ADI-M	Geodetic	ADI-M	MGRS			-67.617849	21.000000		34DEA0000000000			34DEV0000099999																								Warning-Different
971	ADI-M	Geodetic	ADI-M	MGRS			-67.600826	23.351933		34DFA0000000000			34DFV0000099999																								Warning-Different
972	ADI-M	Geodetic	ADI-M	MGRS			-67.549852	25.696539		35DMR4445206997			35DMR4445106997																								Warning-Equivalent
973	ADI-M	Geodetic	ADI-M	MGRS			-67.465204	28.026633		35DNR4390816655			35DNR4390816655																								Warning-Equivalent
974	ADI-M	Geodetic	ADI-M	MGRS			-62.911381	13.112778		33EVA0412223160			33EVA0412223160																								Warning-Equivalent
975	ADI-M	Geodetic	ADI-M	MGRS			-63.007549	15.069902		33EWA0354013849			33EWA0354013848																								Warning-Equivalent
976	ADI-M	Geodetic	ADI-M	MGRS			-63.076518	17.039542		33EXA0303104531			33EXA0303004530																								Warning-Equivalent
977	ADI-M	Geodetic	ADI-M	MGRS			-63.118009	19.017648		34EDF0000000000			34EDE0000099999																								Warning-Different
978	ADI-M	Geodetic	ADI-M	MGRS			-63.131859	21.000000		34EEF0000000000			34EEE0000099999																								Warning-Different
979	ADI-M	Geodetic	ADI-M	MGRS			-63.118009	22.982352		34EFF0000000000			34EEE9999999999																								Warning-Different
980	ADI-M	Geodetic	ADI-M	MGRS			-63.076518	24.960458		35ELA9696904531			35ELA9696904530																								Warning-Equivalent
981	ADI-M	Geodetic	ADI-M	MGRS			-63.007549	26.930098		35EMA9646013849			35EMA9645913848																								Warning-Equivalent
982	ADI-M	Geodetic	ADI-M	MGRS			-62.911381	28.887222		35ENA9587823160			35ENA9587723160																								Warning-Equivalent
983	ADI-M	Geodetic	ADI-M	MGRS			-58.459282	14.137814		33EVF4968920130			33EVF4968920129																								Warning-Equivalent
984	ADI-M	Geodetic	ADI-M	MGRS			-58.539455	15.844040		33EWF4914011217			33EWF4914011216																								Warning-Equivalent
985	ADI-M	Geodetic	ADI-M	MGRS			-58.596897	17.558241		33EXF4867702296			33EXF4867702296																								Warning-Equivalent
986	ADI-M	Geodetic	ADI-M	MGRS			-58.631441	19.277774		34EDL0000000000			34ECL9999900000																								Warning-Different
987	ADI-M	Geodetic	ADI-M	MGRS			-58.642967	21.000000		34EEL0000000000			34EEL0000000000																								Warning-Equivalent
988	ADI-M	Geodetic	ADI-M	MGRS			-58.631441	22.722226		34EFL0000000000			34EFL0000000000																								Warning-Equivalent
989	ADI-M	Geodetic	ADI-M	MGRS			-58.596897	24.441759		35ELF5132302296			35ELF5132202296																								Warning-Equivalent
990	ADI-M	Geodetic	ADI-M	MGRS			-58.539455	26.155960		35EMF5086011217			35EMF5085911216																								Warning-Equivalent
991	ADI-M	Geodetic	ADI-M	MGRS			-58.459282	27.862186		35ENF5031120130			35ENF5031020129																								Warning-Equivalent
992	ADI-M	Geodetic	ADI-M	MGRS			-53.995683	14.895119		33FVL9312417262			33FVL9312417262																								Warning-Equivalent
993	ADI-M	Geodetic	ADI-M	MGRS			-54.063451	16.415053		33FWL9261708801			33FWL9261608800																								Warning-Equivalent
994	ADI-M	Geodetic	ADI-M	MGRS			-54.111975	17.940366		33FXL9220600331			33FXL9220500330																								Warning-Equivalent
995	ADI-M	Geodetic	ADI-M	MGRS			-54.141143	19.469279		34FDR0000000000			34FDR0000000000																								Warning-Equivalent
996	ADI-M	Geodetic	ADI-M	MGRS			-54.150874	21.000000		34FER0000000000			34FER0000000000																								Warning-Equivalent
997	ADI-M	Geodetic	ADI-M	MGRS			-54.141143	22.530721		34FFR0000000000			34FER9999900000																								Warning-Different
998	ADI-M	Geodetic	ADI-M	MGRS			-54.111975	24.059634		35FLL0779400331			35FLL0779400330																								Warning-Equivalent
999	ADI-M	Geodetic	ADI-M	MGRS			-54.063451	25.584947		35FML0738308801			35FML0738308800																								Warning-Equivalent
1000	ADI-M	Geodetic	ADI-M	MGRS			-53.995683	27.104881		35FNL0687617262			35FNL0687517262																								Warning-Equivalent
1001	ADI-M	Geodetic	ADI-M	MGRS			-49.523145	15.472029		33FWR3416414592			33FWR3416314591																								Warning-Equivalent
1002	ADI-M	Geodetic	ADI-M	MGRS			-49.580889	16.849571		33FXR3370506636			33FXR3370506636																								Warning-Equivalent
1003	ADI-M	Geodetic	ADI-M	MGRS			-49.622231	18.230919		34FCA0000000000			34FBV9999999999																								Warning-Different
1004	ADI-M	Geodetic	ADI-M	MGRS			-49.647071	19.614820		34FDA0000000000			34FDA0000000000																								Warning-Equivalent
1005	ADI-M	Geodetic	ADI-M	MGRS			-49.655358	21.000000		34FEA0000000000			34FEV0000099999																								Warning-Different
1006	ADI-M	Geodetic	ADI-M	MGRS			-49.647071	22.385180		34FFA0000000000			34FEA9999900000																								Warning-Different
1007	ADI-M	Geodetic	ADI-M	MGRS			-49.622231	23.769081		34FGA0000000000			34FGV0000099999																								Warning-Different
1008	ADI-M	Geodetic	ADI-M	MGRS			-49.580889	25.150429		35FLR6629506636			35FLR6629406636																								Warning-Equivalent
1009	ADI-M	Geodetic	ADI-M	MGRS			-49.523145	26.527971		35FMR6583614592			35FMR6583614591																								Warning-Equivalent
1010	ADI-M	Geodetic	ADI-M	MGRS			-45.043200	15.921247		33GWA7255712149			33GWA7255712149																								Warning-Equivalent
1011	ADI-M	Geodetic	ADI-M	MGRS			-45.092599	17.187650		33GXA7215004746			33GXA7215004745																								Warning-Equivalent
1012	ADI-M	Geodetic	ADI-M	MGRS			-45.127955	18.456867		34GCF0000000000			34GCE0000099999																								Warning-Different
1013	ADI-M	Geodetic	ADI-M	MGRS			-45.149195	19.727962		34GDF0000000000			34GCE9999999999																								Warning-Different
1014	ADI-M	Geodetic	ADI-M	MGRS			-45.156280	21.000000		34GEF0000000000			34GEE0000099999																								Warning-Different
1015	ADI-M	Geodetic	ADI-M	MGRS			-45.149195	22.272038		34GFF0000000000			34GFE0000099999																								Warning-Different
1016	ADI-M	Geodetic	ADI-M	MGRS			-45.127955	23.543133		34GGF0000000000			34GFE9999999999																								Warning-Different
1017	ADI-M	Geodetic	ADI-M	MGRS			-45.092599	24.812350		35GLA2785004746			35GLA2784904745																								Warning-Equivalent
1018	ADI-M	Geodetic	ADI-M	MGRS			-45.043200	26.078753		35GMA2744312149			35GMA2744212149																								Warning-Equivalent
1019	ADI-M	Geodetic	ADI-M	MGRS			-40.556888	16.276368		33GXF0806609951			33GXF0806509950																								Warning-Equivalent
1020	ADI-M	Geodetic	ADI-M	MGRS			-40.599132	17.454770		33GYF0771403148			33GYF0771303148																								Warning-Equivalent
1021	ADI-M	Geodetic	ADI-M	MGRS			-40.629370	18.635319		34GCL0000000000			34GBK9999999999																								Warning-Different
1022	ADI-M	Geodetic	ADI-M	MGRS			-40.647531	19.817300		34GDL0000000000			34GCK9999999999																								Warning-Different
1023	ADI-M	Geodetic	ADI-M	MGRS			-40.653588	21.000000		34GEL0000000000			34GEL0000000000																								Warning-Equivalent
1024	ADI-M	Geodetic	ADI-M	MGRS			-40.647531	22.182700		34GFL0000000000			34GFK0000099999																								Warning-Different
1025	ADI-M	Geodetic	ADI-M	MGRS			-40.629370	23.364681		34GGL0000000000			34GGK0000099999																								Warning-Different
1026	ADI-M	Geodetic	ADI-M	MGRS			-40.599132	24.545230		35GKF9228603148			35GKF9228603148																								Warning-Equivalent
1027	ADI-M	Geodetic	ADI-M	MGRS			-40.556888	25.723632		35GLF9193409951			35GLF9193409950																								Warning-Equivalent
1028	ADI-M	Geodetic	ADI-M	MGRS			-36.064962	16.559742		33HXL4047108009			33HXL4047008008																								Warning-Equivalent
1029	ADI-M	Geodetic	ADI-M	MGRS			-36.100952	17.667831		33HYL4017401847			33HYL4017301847																								Warning-Equivalent
1030	ADI-M	Geodetic	ADI-M	MGRS			-36.126697	18.777617		34HCR0000000000			34HCR0000000000																								Warning-Equivalent
1031	ADI-M	Geodetic	ADI-M	MGRS			-36.142163	19.888526		34HDR0000000000			34HDR0000000000																								Warning-Equivalent
1032	ADI-M	Geodetic	ADI-M	MGRS			-36.147322	21.000000		34HER0000000000			34HEQ0000099999																								Warning-Different
1033	ADI-M	Geodetic	ADI-M	MGRS			-36.142163	22.111474		34HFR0000000000			34HER9999900000																								Warning-Different
1034	ADI-M	Geodetic	ADI-M	MGRS			-36.126697	23.222383		34HGR0000000000			34HFR9999900000																								Warning-Different
1035	ADI-M	Geodetic	ADI-M	MGRS			-36.100952	24.332169		35HKL5982601847			35HKL5982601847																								Warning-Equivalent
1036	ADI-M	Geodetic	ADI-M	MGRS			-36.064962	25.440258		35HLL5952908009			35HLL5952908008																								Warning-Equivalent
1037	ADI-M	Geodetic	ADI-M	MGRS			-31.568054	16.786702		33JXR6956806324			33JXR6956706324																								Warning-Equivalent
1038	ADI-M	Geodetic	ADI-M	MGRS			-31.598453	17.838435		33JYR6932600842			33JYR6932600842																								Warning-Equivalent
1039	ADI-M	Geodetic	ADI-M	MGRS			-31.620192	18.891528		34JCA0000000000			34JBA9999900000																								Warning-Different
1040	ADI-M	Geodetic	ADI-M	MGRS			-31.633251	19.945536		34JDA0000000000			34JDV0000099999																								Warning-Different
1041	ADI-M	Geodetic	ADI-M	MGRS			-31.637605	21.000000		34JEA0000000000			34JEA0000000000																								Warning-Equivalent
1042	ADI-M	Geodetic	ADI-M	MGRS			-31.633251	22.054464		34JFA0000000000			34JEV9999999999																								Warning-Different
1043	ADI-M	Geodetic	ADI-M	MGRS			-31.620192	23.108472		34JGA0000000000			34JGA0000000000																								Warning-Equivalent
1044	ADI-M	Geodetic	ADI-M	MGRS			-31.598453	24.161565		35JKR3067400842			35JKR3067300842																								Warning-Equivalent
1045	ADI-M	Geodetic	ADI-M	MGRS			-31.568054	25.213298		35JLR3043206324			35JLR3043206324																								Warning-Equivalent
1046	ADI-M	Geodetic	ADI-M	MGRS			-27.066770	16.968057		33JXA9517404885			33JXA9517304885																								Warning-Equivalent
1047	ADI-M	Geodetic	ADI-M	MGRS			-27.092062	17.974717		33JYA9498300120			33JYA9498300120																								Warning-Equivalent
1048	ADI-M	Geodetic	ADI-M	MGRS			-27.110160	18.982514		34JCF0000000000			34JCF0000000000																								Warning-Equivalent
1049	ADI-M	Geodetic	ADI-M	MGRS			-27.121028	19.991067		34JDF0000000000			34JCF9999900000																								Warning-Different
1050	ADI-M	Geodetic	ADI-M	MGRS			-27.124652	21.000000		34JEF0000000000			34JEF0000000000																								Warning-Equivalent
1051	ADI-M	Geodetic	ADI-M	MGRS			-27.121028	22.008933		34JFF0000000000			34JFF0000000000																								Warning-Equivalent
1052	ADI-M	Geodetic	ADI-M	MGRS			-27.110160	23.017486		34JGF0000000000			34JFF9999900000																								Warning-Different
1053	ADI-M	Geodetic	ADI-M	MGRS			-27.092062	24.025283		35JKA0501700120			35JKA0501600120																								Warning-Equivalent
1054	ADI-M	Geodetic	ADI-M	MGRS			-27.066770	25.031943		35JLA0482604885			35JLA0482604885																								Warning-Equivalent
1055	ADI-M	Geodetic	ADI-M	MGRS			-22.561653	17.111533		33KYF1712603678			33KYF1712603678																								Warning-Equivalent
1056	ADI-M	Geodetic	ADI-M	MGRS			-22.582241	18.082517		34KBL0000000000			34KAK9999999999																								Warning-Different
